ID_CLIENT,PAYMENT_DAY,APPLICATION_SUBMISSION_TYPE,QUANT_ADDITIONAL_CARDS,SEX,MARITAL_STATUS,QUANT_DEPENDANTS,STATE_OF_BIRTH,CITY_OF_BIRTH,NATIONALITY,RESIDENTIAL_STATE,RESIDENTIAL_CITY,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,QUANT_BANKING_ACCOUNTS,QUANT_SPECIAL_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,COMPANY,PROFESSIONAL_STATE,MONTHS_IN_THE_JOB,OCCUPATION_TYPE,FLAG_HOME_ADDRESS_DOCUMENT,FLAG_RG,FLAG_CPF,FLAG_INCOME_PROOF,PRODUCT,FLAG_ACSP_RECORD,AGE,TARGET_LABEL_BAD=1
67,10,2,0,2,2,1,24,8352,1,23,2743,1.0,5.0,1500.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,43,0
69,10,2,0,1,1,0,26,655,1,25,2270,1.0,1.0,625.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1,0,44,0
70,10,2,0,1,1,0,5,5994,1,4,2228,1.0,30.0,1374.0,0,0,0,0,0,0,0,0,0,1,5,0,5.0,0,0,0,0,1,0,57,0
71,15,2,0,1,7,1,23,7891,1,22,2826,1.0,3.0,334.0,0,0,1,0,0,0,0,0,0,1,23,0,2.0,0,0,0,0,1,0,38,0
75,25,2,0,2,6,0,5,7935,1,25,923,1.0,10.0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2,0,34,0
76,10,0,0,2,1,2,23,4319,1,22,1649,1.0,11.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,36,1
77,10,0,0,1,1,1,5,2564,1,4,1932,1.0,14.0,440.0,0,1,1,0,0,0,0,0,0,1,5,0,2.0,0,0,0,0,1,0,49,0
78,10,2,0,1,1,0,26,1306,1,25,1898,1.0,16.0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,55,0
79,10,0,0,2,1,0,18,7218,1,25,1230,1.0,0.0,490.0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,0,0,0,0,2,0,20,0
82,10,2,0,1,1,0,14,5186,1,3,1431,1.0,20.0,380.0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,1,0,22,0
83,10,2,0,2,1,1,26,5642,1,25,2270,2.0,7.0,455.0,0,0,0,0,0,0,0,0,0,1,26,0,2.0,0,0,0,0,1,0,20,1
84,10,2,0,2,2,2,24,5339,1,23,1995,1.0,37.0,2500.0,0,0,0,0,0,1,1,100000,1,0,0,0,4.0,0,0,0,0,1,0,38,0
85,10,2,0,1,3,0,18,4727,1,17,1790,1.0,3.0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1,0,20,1
86,10,2,0,2,4,0,18,8331,1,17,1790,1.0,10.0,935.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,57,0
88,25,0,0,1,2,0,26,3010,1,25,1230,1.0,1.0,1030.0,0,0,0,0,0,1,1,0,1,0,0,0,5.0,0,0,0,0,2,0,38,0
89,25,2,0,1,2,0,18,2441,1,25,1446,1.0,22.0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,63,0
90,10,0,0,2,2,0,24,1389,1,17,916,2.0,2.0,454.0,0,0,0,0,0,1,1,0,1,1,18,0,5.0,0,0,0,0,1,0,62,0
92,25,1,0,1,1,0,14,7985,1,13,1804,1.0,1.0,394.0,0,0,0,0,0,0,0,0,0,1,14,0,2.0,0,0,0,0,1,0,25,0
94,1,2,0,1,2,0,26,7309,1,25,923,1.0,10.0,764.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,40,0
95,15,0,0,2,2,2,24,2183,1,23,843,1.0,33.0,671.0,0,0,0,0,0,1,1,100000,1,0,0,0,4.0,0,0,0,0,1,0,32,0
96,10,0,0,2,6,2,13,6509,1,12,2458,1.0,6.0,554.0,0,0,0,0,0,0,0,8000,0,1,13,0,2.0,0,0,0,0,1,0,54,0
97,5,0,0,1,1,0,14,2686,1,3,1977,1.0,10.0,200.0,0,0,0,0,0,1,1,0,1,0,0,0,5.0,0,0,0,0,1,0,21,1
98,15,2,0,1,2,1,23,4126,1,23,814,1.0,10.0,500.0,0,0,0,0,0,0,0,30000,0,1,0,0,4.0,0,0,0,0,1,0,45,0
99,10,2,0,1,2,0,6,1578,1,5,1207,2.0,3.0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2,0,64,0
100,5,2,0,1,1,0,2,8183,1,1,2095,1.0,20.0,350.0,0,1,0,0,0,0,0,0,0,1,2,0,2.0,0,0,0,0,1,0,21,0
101,15,2,0,1,2,0,19,4921,1,18,2040,1.0,1.0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,69,0
103,15,0,0,2,2,1,23,1676,1,22,615,1.0,26.0,500.0,0,0,0,0,0,1,1,0,1,1,23,0,5.0,0,0,0,0,1,0,26,0
104,10,0,0,1,1,1,5,3557,1,4,2329,1.0,10.0,466.0,0,0,0,0,0,1,1,0,1,1,5,0,2.0,0,0,0,0,2,0,29,1
105,5,2,0,2,2,0,16,52,1,4,1236,1.0,10.0,1530.79,0,1,0,0,0,1,1,0,0,0,0,0,1.0,0,0,0,0,1,0,92,1
106,10,2,0,2,2,0,23,1901,1,22,762,1.0,6.0,440.0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,1,0,56,0
107,25,2,0,1,2,0,5,1950,1,25,923,1.0,8.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,55,1
110,5,0,0,1,2,3,24,2063,1,23,285,1.0,2.0,395.0,320,0,0,0,0,1,1,38000,1,1,24,0,2.0,0,0,0,0,2,0,26,0
111,5,0,0,1,2,0,19,8031,1,18,1860,1.0,16.0,500.0,0,1,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,1,0,56,1
112,15,2,0,1,2,1,2,4193,1,1,1605,1.0,4.0,475.0,0,1,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,1,0,28,0
113,10,0,0,2,2,0,23,1925,1,22,2081,1.0,15.0,636.0,0,0,0,0,0,1,1,0,1,1,23,0,5.0,0,0,0,0,1,0,60,0
114,15,0,0,1,1,0,18,3216,1,13,1825,1.0,0.0,603.0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,0,0,0,0,7,0,29,0
116,10,2,0,2,2,0,16,7901,1,15,2832,1.0,25.0,350.0,0,0,0,0,0,0,0,0,0,1,16,0,5.0,0,0,0,0,1,0,25,0
117,10,0,0,1,2,0,16,1638,1,15,1061,0.0,3.0,551.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,48,0
118,5,0,0,1,4,2,0,0,0,2,1020,1.0,0.0,662.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,51,0
119,10,2,0,2,1,0,11,1123,1,10,35,1.0,10.0,584.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2,0,29,0
120,25,2,0,1,2,0,16,4812,1,15,1628,1.0,10.0,2400.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,45,1
121,20,2,0,1,1,0,6,2084,1,5,522,1.0,1.0,325.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,60,0
123,10,2,0,1,1,0,5,533,1,4,1258,1.0,2.0,900.0,0,1,1,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,2,0,26,0
125,10,0,0,1,2,0,13,1633,1,12,2458,1.0,22.0,604.0,0,0,0,0,0,1,1,0,1,1,13,0,2.0,0,0,0,0,1,0,22,0
126,20,1,0,2,2,2,16,7044,1,15,502,1.0,1.0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,39,1
127,5,2,0,1,1,1,11,1272,1,4,1421,1.0,5.0,372.0,0,0,0,0,0,0,0,0,0,1,5,0,2.0,0,0,0,0,2,0,40,1
128,5,0,0,2,1,0,16,4812,1,14,1191,1.0,14.0,350.0,0,0,0,0,0,1,1,25000,1,1,15,0,5.0,0,0,0,0,2,0,50,1
129,15,0,0,2,2,0,20,2167,1,19,1520,1.0,9.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,65,1
131,15,2,0,1,2,0,17,4366,1,8,1533,1.0,5.0,350.0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,1,0,44,0
132,10,0,0,1,1,1,0,0,0,9,526,1.0,0.0,344.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,73,0
133,15,0,0,1,2,3,26,1258,1,25,2073,1.0,2.0,400.0,0,0,0,0,0,1,1,0,1,1,26,0,0.0,0,0,0,0,1,0,30,1
134,5,2,0,1,4,0,2,3358,1,1,1307,1.0,5.0,1240.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,91,1
135,10,0,0,1,2,0,23,4319,1,22,1776,1.0,12.0,394.0,0,1,1,0,0,1,1,0,1,1,23,0,2.0,0,0,0,0,1,0,27,0
136,5,0,0,2,2,0,16,78,1,4,1629,1.0,6.0,1276.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,45,1
137,25,0,0,1,6,1,5,195,1,4,840,1.0,3.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,0,0,0,0,2,0,20,0
138,5,2,0,1,2,0,6,3654,1,4,1018,1.0,20.0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1,0,42,0
139,10,0,0,2,2,0,0,0,0,25,1643,1.0,0.0,630.0,0,0,0,0,0,1,1,0,1,0,0,0,5.0,0,0,0,0,2,0,40,1
140,20,2,0,1,2,4,5,8390,1,25,2923,2.0,1.0,660.0,0,0,0,0,0,0,0,0,0,1,26,0,5.0,0,0,0,0,1,0,35,0
141,10,2,0,2,2,3,14,60,1,3,1301,1.0,1.0,451.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,26,0
142,10,0,0,2,2,0,26,2837,1,25,883,0.0,0.0,1715.0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,1,0,26,0
143,10,1,0,1,1,0,27,8451,1,4,1932,1.0,1.0,352.0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,1,0,76,0
144,10,0,0,1,4,0,11,7634,1,10,2739,1.0,20.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,80,1
145,10,0,0,1,1,6,6,4783,1,5,1810,1.0,5.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,59,0
148,20,1,0,1,2,1,14,7416,1,13,1026,1.0,1.0,276.62,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,61,0
149,20,2,0,2,2,0,16,2913,1,25,230,1.0,5.0,1067.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2,0,33,0
150,15,2,0,1,2,0,19,4921,1,18,1494,1.0,40.0,382.0,1000,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,1,0,62,0
152,10,0,0,1,2,2,9,2222,1,6,317,1.0,10.0,536.0,706,0,0,0,0,1,1,0,1,0,0,0,2.0,0,0,0,0,1,0,36,0
153,20,0,0,1,4,0,19,4921,1,18,370,1.0,1.0,359.0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,1,0,53,0
154,10,2,0,1,2,2,16,4813,1,15,1822,1.0,40.0,800.0,250,1,0,0,0,0,0,0,0,1,16,0,2.0,0,0,0,0,1,0,44,0
155,25,2,0,1,1,0,5,6412,1,4,2414,5.0,30.0,372.0,0,0,0,0,0,0,0,0,0,1,5,0,2.0,0,0,0,0,2,0,32,0
156,20,0,0,1,2,0,5,635,1,25,303,1.0,7.0,350.0,0,0,0,0,0,1,1,0,1,1,0,0,4.0,0,0,0,0,1,0,55,0
157,5,2,0,1,1,0,10,6288,1,13,2377,5.0,6.0,380.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,22,0
158,10,0,0,2,2,0,18,2420,1,17,938,1.0,10.0,351.0,350,0,0,0,0,1,1,0,1,1,0,0,1.0,0,0,0,0,1,0,58,0
159,15,0,0,1,4,0,6,2084,1,5,522,1.0,32.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,5.0,0,0,0,0,1,0,65,1
160,10,0,0,1,2,0,26,2166,1,25,1264,0.0,0.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,2,0,56,0
161,15,0,0,1,2,0,13,1572,1,12,2201,2.0,2.0,642.0,0,0,0,0,0,1,1,0,1,1,13,0,2.0,0,0,0,0,1,0,45,0
162,10,0,0,2,3,0,23,5468,1,22,2036,1.0,10.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,58,0
163,10,2,0,1,2,2,16,3737,1,15,1773,3.0,7.0,1200.0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,37,0
164,15,2,0,2,2,0,20,4947,1,25,923,3.0,0.0,631.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1,0,33,0
165,15,2,0,1,2,0,10,5596,1,13,266,1.0,5.0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,60,1
166,25,0,0,1,2,0,16,5984,1,15,502,1.0,25.0,500.0,0,0,0,0,0,1,1,0,1,1,0,0,0.0,0,0,0,0,1,0,54,0
167,15,2,0,2,2,0,4,8108,1,3,1977,1.0,1.0,600.0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,1,0,46,0
168,10,0,0,1,1,0,5,2141,1,4,824,1.0,15.0,480.0,0,0,1,0,0,1,1,0,1,1,5,0,2.0,0,0,0,0,1,0,20,1
169,15,2,0,2,2,2,26,430,1,25,205,2.0,1.0,455.35,0,0,0,0,0,0,0,0,0,1,26,0,2.0,0,0,0,0,1,0,30,0
170,25,2,0,2,3,0,19,4921,1,18,1908,1.0,18.0,805.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,60,0
172,10,0,0,1,2,0,11,6380,1,10,2402,1.0,4.0,1600.0,0,1,1,0,0,1,1,0,0,1,11,0,2.0,0,0,0,0,1,0,35,0
174,15,0,0,1,1,0,16,3348,1,15,1890,1.0,1.0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,7,0,66,0
175,20,0,0,2,2,0,5,1327,1,4,1258,1.0,5.0,1280.0,0,1,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,1,0,38,0
176,10,2,0,2,2,2,18,8285,1,25,2953,1.0,15.0,1283.0,0,0,0,0,0,0,0,0,0,1,26,0,5.0,0,0,0,0,1,0,45,0
177,25,2,0,1,7,1,26,5642,1,25,2270,1.0,12.0,1200.0,1400,1,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,45,0
178,5,2,0,1,2,0,5,1022,1,25,2270,1.0,6.0,1500.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,39,0
179,25,0,0,1,2,3,0,0,0,1,107,1.0,15.0,700.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,60,0
181,15,2,0,1,5,5,16,4812,1,25,2275,1.0,32.0,350.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1,0,52,0
182,10,0,0,2,2,0,18,4157,1,17,1594,1.0,1.0,588.0,0,0,0,0,0,1,1,0,0,1,18,0,2.0,0,0,0,0,1,0,32,0
183,15,2,0,1,1,0,6,2084,1,5,802,1.0,32.0,1216.46,0,1,1,0,0,0,0,0,0,1,6,0,4.0,0,0,0,0,1,0,34,0
184,5,2,0,1,1,0,9,2074,1,8,830,1.0,1.0,528.0,0,0,0,0,0,0,0,0,0,1,9,0,2.0,0,0,0,0,1,0,29,0
185,5,0,0,1,1,1,15,6985,1,14,623,1.0,15.0,686.0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,0,0,0,0,1,0,52,0
186,5,0,0,1,2,0,5,1074,1,4,412,1.0,0.0,350.0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,2,0,31,0
188,10,2,0,2,2,3,26,5378,1,25,2275,1.0,1.0,1332.0,0,1,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,1,0,44,1
189,20,0,0,1,2,2,18,401,1,23,1234,1.0,0.0,516.0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,1,0,36,0
190,10,0,0,2,2,2,19,4921,1,18,442,1.0,16.0,368.0,0,1,0,0,0,1,1,0,1,1,19,0,2.0,0,0,0,0,1,0,45,0
191,20,1,0,2,2,2,9,8465,1,1,1435,2.0,1.0,536.0,0,0,0,0,0,0,0,0,0,1,2,0,2.0,0,0,0,0,1,0,48,1
192,25,2,0,1,1,2,2,2976,1,15,1890,1.0,5.0,680.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1,0,36,0
193,25,0,0,2,1,1,0,0,0,4,1347,1.0,0.0,1566.0,0,0,0,0,0,1,1,0,1,1,5,0,2.0,0,0,0,0,2,0,34,1
194,15,0,0,3,4,0,20,376,1,19,2068,1.0,20.0,682.0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,0,59,0
195,10,0,0,1,4,1,12,1131,1,11,264,1.0,23.0,422.0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,1,0,76,1
